,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
431,232000.0,1400,10403,1.0,0.0,0.0,1400,0.0,1976,0.0,98038,1230,10209,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
438,255000.0,1240,8659,1.0,0.0,0.0,1240,0.0,1986,0.0,98042,1490,8223,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
441,230000.0,1510,3413,2.0,0.0,0.0,1510,0.0,1985,0.0,98031,1570,3777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
462,295000.0,2160,7725,1.0,0.0,0.0,1460,700.0,1978,0.0,98023,2060,8250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
468,232000.0,1300,11230,1.0,0.0,0.0,1300,0.0,1968,0.0,98042,1300,10794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
473,299000.0,3080,19635,1.0,0.0,2.0,1610,1470.0,1958,0.0,98032,2424,12410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
480,280000.0,1670,11610,1.0,0.0,0.0,1670,0.0,1963,0.0,98055,1930,10200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
481,240000.0,1330,7200,1.0,0.0,0.0,1330,0.0,1993,0.0,98188,1450,11682,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
488,290000.0,1330,8184,1.5,0.0,0.0,1330,0.0,1949,0.0,98133,1220,660,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
490,300000.0,1100,7680,1.0,0.0,0.0,1100,0.0,1950,0.0,98133,1460,7680,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
494,288000.0,1190,7560,1.0,0.0,0.0,1190,0.0,1958,0.0,98058,1190,7560,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
495,190000.0,630,6000,1.0,0.0,0.0,630,0.0,1943,2005.0,98178,1470,6840,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
498,275000.0,940,5000,1.0,0.0,0.0,940,0.0,1951,0.0,98126,940,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
503,270500.0,1780,7848,1.0,0.0,0.0,1320,460.0,1978,0.0,98038,1680,7848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
504,200000.0,1360,1898,2.0,0.0,0.0,1360,0.0,1978,0.0,98092,1360,1898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
506,160000.0,1010,9600,1.0,0.0,0.0,1010,0.0,1962,0.0,98198,1400,9660,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
507,204000.0,1040,7405,1.0,0.0,0.0,1040,0.0,1971,0.0,98010,1580,7405,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
511,249000.0,1360,6082,1.0,0.0,0.0,1360,0.0,1994,0.0,98042,1360,6987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
513,280000.0,1560,4350,2.0,0.0,0.0,1560,0.0,2003,0.0,98056,1560,4350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
519,259950.0,1070,649,2.0,0.0,0.0,720,350.0,2008,0.0,98106,1070,928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
520,315000.0,2300,18360,1.0,0.0,0.0,1560,740.0,1979,0.0,98058,1870,9588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
521,215000.0,1320,8865,1.0,0.0,0.0,1320,0.0,1943,0.0,98168,1190,6490,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
524,261000.0,750,8125,1.0,0.0,0.0,750,0.0,1943,0.0,98055,1340,8750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
527,238000.0,1400,7242,1.5,0.0,0.0,1400,0.0,1959,0.0,98188,1310,7314,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
536,260000.0,1180,5350,1.5,0.0,0.0,1180,0.0,1959,0.0,98178,1490,5350,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
543,263500.0,1330,9917,1.0,0.0,0.0,1040,290.0,1981,0.0,98058,1330,9081,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
544,300000.0,1220,75794,1.0,0.0,0.0,1220,0.0,1963,0.0,98038,2010,98010,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
545,266000.0,1805,3402,2.0,0.0,0.0,1805,0.0,2009,0.0,98002,2095,3402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
547,180000.0,1384,8960,1.0,0.0,0.0,1384,0.0,1965,0.0,98023,1000,8470,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
549,264000.0,1820,10608,1.0,0.0,0.0,1820,0.0,1962,0.0,98003,1380,8976,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
552,268500.0,1420,7500,1.0,0.0,0.0,1080,340.0,1981,0.0,98031,1500,7260,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
559,265000.0,1820,32666,1.0,0.0,0.0,1820,0.0,1966,0.0,98022,2050,43560,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
560,290000.0,1610,2937,2.0,0.0,0.0,1610,0.0,2006,0.0,98055,1610,3049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
561,296000.0,1780,3600,2.0,0.0,0.0,1780,0.0,2006,0.0,98038,2020,3802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
563,240500.0,1460,10584,1.0,0.0,0.0,990,470.0,1997,0.0,98168,1220,12012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
570,185000.0,1430,10816,2.0,0.0,0.0,1430,0.0,1994,0.0,98010,1560,10816,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
576,223000.0,1670,6824,1.0,0.0,0.0,1300,370.0,1990,0.0,98042,1660,7586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
582,242000.0,1280,7524,1.5,0.0,0.0,1280,0.0,1988,0.0,98031,1500,7777,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
586,175000.0,1250,9775,1.0,0.0,0.0,1250,0.0,1971,0.0,98045,1390,9650,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
587,210000.0,1440,7210,1.0,0.0,0.0,1440,0.0,1983,0.0,98092,1700,7245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
588,260000.0,1920,7415,2.0,0.0,0.0,1920,0.0,1989,0.0,98031,1930,7536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
590,200000.0,1210,10588,1.0,0.0,0.0,1210,0.0,1958,0.0,98002,1408,10588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
593,289500.0,960,6400,1.0,0.0,0.0,820,140.0,1944,0.0,98178,1200,6600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
598,218000.0,960,9633,1.0,0.0,0.0,960,0.0,1982,0.0,98022,1080,8610,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
604,214000.0,1200,8316,1.0,0.0,0.0,1200,0.0,1953,0.0,98002,1200,8316,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
605,245000.0,1360,8910,2.0,0.0,0.0,1360,0.0,1949,0.0,98188,1220,8912,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
606,314500.0,2050,13303,1.0,0.0,0.0,2050,0.0,1993,0.0,98003,2180,11590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
609,305000.0,2250,9091,1.0,0.0,0.0,1340,910.0,1982,0.0,98001,1540,7802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
613,240000.0,1760,6500,1.0,0.0,0.0,1150,0.0,1987,0.0,98038,1760,8125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
618,220000.0,1000,6020,1.0,0.0,0.0,1000,0.0,1944,0.0,98166,1300,8640,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
627,269900.0,1140,22267,1.0,0.0,0.0,1140,0.0,1986,0.0,98045,1150,15625,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
630,312000.0,1255,1374,3.0,0.0,0.0,1255,0.0,2004,0.0,98125,1307,1232,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
633,306000.0,1220,1086,3.0,0.0,0.0,1220,0.0,2007,0.0,98133,1220,1422,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
635,290000.0,1950,15954,1.0,0.0,0.0,1950,0.0,1959,0.0,98003,1940,12667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
647,222000.0,1440,7187,1.0,0.0,0.0,970,470.0,1981,0.0,98023,1440,7187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
661,245000.0,1410,5760,1.0,0.0,0.0,1410,0.0,1985,0.0,98030,1670,6222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
663,268000.0,1680,9966,1.0,0.0,0.0,1100,580.0,1977,0.0,98198,2400,10369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
664,225000.0,1760,26055,1.0,0.0,0.0,920,840.0,1979,0.0,98042,1350,13475,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
667,195000.0,820,5100,1.0,0.0,0.0,820,0.0,1953,0.0,98118,1170,5304,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
674,310000.0,1490,7150,1.0,0.0,0.0,1490,0.0,1967,0.0,98059,1350,9100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
677,243000.0,1450,12125,1.0,0.0,0.0,1450,0.0,1981,0.0,98001,1210,12125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
679,215000.0,1130,7400,1.0,0.0,0.0,1130,0.0,1969,0.0,98003,1540,7379,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
681,250000.0,1710,7140,1.0,0.0,0.0,1010,700.0,1968,0.0,98032,1770,8960,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
685,267000.0,1300,9644,1.0,0.0,0.0,1300,0.0,1994,0.0,98010,1430,9656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
686,289950.0,1670,6186,2.0,0.0,0.0,1670,0.0,2002,0.0,98038,2390,6924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
691,210000.0,1440,5680,1.0,0.0,0.0,1440,0.0,1978,0.0,98198,1320,3547,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
692,245000.0,1050,5900,1.0,0.0,0.0,1050,0.0,1950,0.0,98126,1280,5900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
696,315000.0,1540,17424,2.0,0.0,0.0,1540,0.0,1992,0.0,98045,1560,11439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
703,233000.0,1400,9177,1.0,0.0,0.0,1400,0.0,1974,0.0,98001,2020,8547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
707,305000.0,1160,9750,1.0,0.0,0.0,1160,0.0,1967,0.0,98077,1160,9650,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
730,260000.0,1100,10968,1.0,0.0,0.0,1100,0.0,1984,0.0,98042,1400,7799,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
739,269950.0,1890,4838,2.0,0.0,0.0,1730,160.0,2002,0.0,98168,1910,7409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
742,305000.0,1250,23680,1.0,0.0,0.0,1250,0.0,1967,0.0,98059,1450,23680,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
747,218000.0,1930,8040,1.0,0.0,0.0,1930,0.0,1966,0.0,98023,2370,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
750,232500.0,1940,9887,1.0,0.0,0.0,1140,800.0,1969,0.0,98003,1410,9936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
754,249950.0,1330,7980,1.5,0.0,0.0,1330,0.0,1952,0.0,98168,1570,8588,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
755,210000.0,750,34133,1.0,0.0,0.0,750,0.0,1950,0.0,98168,1460,25792,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
767,308000.0,1960,12243,2.0,0.0,0.0,1960,0.0,1989,0.0,98042,1910,12230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
776,310000.0,1150,3323,2.0,0.0,0.0,1150,0.0,1988,0.0,98029,1150,2980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
777,250000.0,1130,5500,1.0,0.0,0.0,1130,0.0,1941,0.0,98030,1320,6600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
779,246500.0,1430,8919,1.0,0.0,0.0,1430,0.0,1992,0.0,98022,1580,8919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
781,310950.0,2030,4997,2.0,0.0,0.0,2030,0.0,2004,0.0,98031,2095,5500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
783,287500.0,1810,7200,1.0,0.0,0.0,1130,680.0,1954,0.0,98133,1810,8100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
785,226000.0,970,5000,1.0,0.0,0.0,970,0.0,1968,0.0,98118,1290,5875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
787,175000.0,1300,6030,1.5,0.0,0.0,1300,0.0,1947,0.0,98168,1240,6900,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
792,270000.0,1900,8600,1.0,0.0,0.0,1900,0.0,1975,0.0,98023,2120,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
798,285000.0,2510,7440,1.0,0.0,2.0,1290,1220.0,1962,0.0,98032,1790,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
800,282000.0,1660,10725,1.0,0.0,0.0,960,700.0,1956,0.0,98168,1340,9023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
809,254000.0,2070,9000,1.0,0.0,0.0,1450,620.0,1969,0.0,98023,1630,7885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
811,287653.0,1050,16050,1.0,0.0,0.0,1050,0.0,1960,1981.0,98038,1610,27600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
816,265000.0,1720,6271,2.0,0.0,0.0,1720,0.0,1993,0.0,98038,1570,6587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
819,166600.0,1150,8690,1.0,0.0,0.0,1150,0.0,1977,0.0,98042,1330,7040,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
820,245000.0,380,15000,1.0,0.0,0.0,380,0.0,1963,0.0,98168,1170,15000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
824,280000.0,2050,7416,2.0,0.0,0.0,2050,0.0,1990,0.0,98092,2050,7920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
825,275000.0,1420,8549,2.0,0.0,0.0,1420,0.0,1989,0.0,98038,1560,7471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
829,289999.0,2180,8240,1.0,0.0,0.0,1220,960.0,1977,0.0,98092,2050,7590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
837,229000.0,1020,8100,1.0,0.0,0.0,1020,0.0,1954,0.0,98198,1020,8100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
841,225000.0,1800,9350,1.0,0.0,0.0,1800,0.0,1969,0.0,98092,2060,8800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
853,209000.0,1230,1340,2.0,0.0,0.0,1020,210.0,2003,0.0,98106,1260,1312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
858,291500.0,1260,9600,1.0,0.0,0.0,1260,0.0,1988,0.0,98042,1640,9946,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
862,200000.0,1010,1157,2.0,0.0,0.0,950,60.0,2007,0.0,98126,1360,1688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863,300000.0,1480,6698,1.0,0.0,0.0,1080,400.0,1979,0.0,98058,1850,7348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
865,314950.0,1654,8479,2.0,0.0,0.0,1654,0.0,1995,0.0,98038,1654,8479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
866,255000.0,1410,9315,1.0,0.0,0.0,1410,0.0,1960,0.0,98031,1630,8250,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
869,234000.0,1420,8738,1.0,0.0,0.0,1420,0.0,1966,0.0,98002,1660,8738,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
871,205000.0,1410,8384,1.0,0.0,0.0,1410,0.0,1985,0.0,98001,1410,9205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
877,270000.0,1000,10320,1.0,0.0,0.0,1000,0.0,1943,0.0,98106,1100,5160,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
878,290000.0,2120,7700,1.5,0.0,0.0,2120,0.0,1962,0.0,98058,1730,7700,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
879,250000.0,1440,9220,1.0,0.0,0.0,1440,0.0,1965,0.0,98198,1390,7830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
881,255000.0,1340,8450,1.0,0.0,0.0,1340,0.0,1958,0.0,98188,1340,8920,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
885,288400.0,1860,6687,1.0,0.0,0.0,1220,640.0,1983,0.0,98031,1860,6117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
889,300000.0,1320,2614,2.0,0.0,0.0,1320,0.0,2005,0.0,98118,1320,2533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
891,288349.0,1250,18616,1.0,0.0,0.0,1250,0.0,1972,0.0,98010,1920,15654,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
892,299900.0,1560,35026,1.0,0.0,0.0,1290,270.0,1985,0.0,98092,1660,35160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
896,299995.0,1060,7200,1.0,0.0,0.0,1060,0.0,1951,0.0,98155,1850,8291,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
897,253000.0,2020,6564,1.0,0.0,0.0,1310,710.0,1994,0.0,98042,1710,5151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
